Player;Age;Tm;TS%;FTr;TRB%;AST%;STL%
George Johnson;30;NJN;0,475;0,286;15,7;5,5;1,4
John Gianelli;28;MIL;0,511;0,194;11;9,1;1
Darryl Dawkins;22;PHI;0,545;0,283;16,1;9,1;0,7
Marvin Webster;26;NYK;0,504;0,47;17,4;10,6;0,5
Sidney Wicks;29;SDC;0,497;0,334;10,7;7,9;1,6
Swen Nater;29;SDC;0,605;0,263;18,6;9,1;0,9
Jan Van Breda Kolff;27;NJN;0,534;0,433;10,1;11,6;1,9
Lionel Hollins;25;POR;0,496;0,249;4,2;23,9;2,7
Junior Bridgeman;25;MIL;0,544;0,214;8,4;11,7;2
Fred Brown;30;SEA;0,516;0,217;4,6;20,1;2,8
Mark Landsberger;23;CHI;0,483;0,332;20,7;4,7;0,6
Paul Silas;35;SEA;0,468;0,483;15,5;7,3;0,7
Clifford Ray;30;GSW;0,543;0,433;17;8,9;1,2
Tree Rollins;23;ATL;0,553;0,254;16,7;3,6;1,1
Mark Olberding;22;SAS;0,556;0,526;12;13,1;1,2
Kevin Grevey;25;WSB;0,494;0,243;6,3;11,1;1,1
Bob Lanier;30;DET;0,564;0,386;14;11,4;1,2
T,R, Dunn;23;POR;0,496;0,288;10,5;7,4;2,2
Mike Newlin;30;HOU;0,565;0,418;5,1;20,2;1,3
Pete Maravich;31;NOJ;0,478;0,268;3,2;20,4;1,5
Charles Johnson;29;WSB;0,458;0,101;5,6;12,5;2,4
Truck Robinson;27;NOJ;0,537;0,414;15,8;6,2;0,7
Ernie Grunfeld;23;MIL;0,546;0,38;11,2;15,2;1,5
Adrian Dantley;22;LAL;0,589;0,467;10,5;10,3;1,6
Quinn Buckner;24;MIL;0,478;0,226;6,6;31,7;4
Foots Walker;27;CLE;0,527;0,391;6,2;23,3;3,5
Alvin Scott;23;PHO;0,579;0,424;11,5;8,5;2
Ollie Johnson;29;CHI;0,552;0,204;7,2;13,1;1,5
John Mengelt;29;CHI;0,537;0,264;3,8;16,1;1,3
Purvis Short;21;GSW;0,492;0,11;10,9;8,1;1,5
Lou Hudson;34;LAL;0,556;0,195;4,5;10,8;1,6
Kevin Kunnert;27;SDC;0,487;0,17;18;8,3;1,2
Tiny Archibald;30;BOS;0,537;0,536;3,4;26,3;1,5
Larry Wright;24;WSB;0,511;0,285;4,3;22,5;1,9
Bingo Smith;32;CLE;0,485;0,135;6,8;10,7;1,2
Mike Green;27;SAS;0,528;0,302;11,3;8,3;1
Darnell Hillman;29;KCK;0,519;0,523;14,5;6,9;1,4
Mitch Kupchak;24;WSB;0,588;0,438;13,6;7,5;0,6
Glen Gondrezick;23;NYK;0,511;0,298;14,3;8;2,8
Kevin Restani;27;MIL;0,512;0,138;13,3;9,3;0,8
Doug Collins;27;PHI;0,555;0,344;4;17,6;1,5
Bob McAdoo;27;NYK;0,572;0,422;12,8;12,2;1,8
Ron Boone;32;LAL;0,495;0,183;5;12,1;1,9
Mike Mitchell;23;CLE;0,545;0,252;11,4;5,7;1,5
Dave Twardzik;28;POR;0,651;0,785;4,2;14,6;2,5
Greg Ballard;24;WSB;0,503;0,308;14,7;9,4;1,7
Don Ford;26;LAL;0,54;0,198;9,5;8;1,5
Jeff Judkins;22;BOS;0,544;0,249;7;13,6;2,4
Tim Bassett;27;NJN;0,433;0,419;14,6;8,2;1,3
Larry Steele;29;POR;0,477;0,282;6,4;12,6;2,3
Coby Dietrick;30;SAS;0,56;0,248;11,1;15,7;2,1
Mike Dunleavy;24;HOU;0,582;0,433;4,7;27,4;1,7
Robert Smith;23;DEN;0,511;0,413;5,2;18,3;1,8
James Hardy;22;NOJ;0,487;0,207;10,4;5,9;1,6
Jo Jo White;32;BOS;0,464;0,149;4,9;20,4;1,7
Bob Gross;25;POR;0,519;0,269;9,6;17;2,3
Eric Money;23;NJN;0,519;0,271;4,6;26,7;2,3
Aaron James;26;NOJ;0,526;0,222;8,6;8,2;0,9
Joel Kramer;23;PHO;0,544;0,476;13,4;7,8;1,4
Paul Griffin;25;NOJ;0,527;0,659;13,7;12,1;1,7
Earl Monroe;34;NYK;0,513;0,22;2,9;19,6;1,6
Tom McMillen;26;ATL;0,518;0,239;12,9;6,9;0,5
Lloyd Walton;25;MIL;0,511;0,275;4,2;29,7;2,3
Jack Givens;22;ATL;0,457;0,239;8,6;8,7;2,5
Spencer Haywood;29;NOJ;0,537;0,21;11,9;8,4;1
Ben Poquette;23;DET;0,481;0,306;13,1;5,4;1,3
Corky Calhoun;28;IND;0,507;0,257;9,2;9,9;1,3
Allan Bristow;27;SAS;0,562;0,421;9,8;20,3;1,8
Bob Nash;28;KCK;0,467;0,165;8,6;7;1
Jim Brewer;27;CLE;0,448;0,185;15,6;7;1,7
Nate Williams;28;GSW;0,542;0,206;8,6;6,7;2
Mike Bratz;23;PHO;0,513;0,319;6;17,6;2,2
Steve Mix;31;PHI;0,594;0,408;12;13,7;2
John Brown;27;CHI;0,539;0,309;10,3;10,8;0,7
Len Elmore;26;IND;0,444;0,228;16,4;7,4;2,2
Bayard Forrest;24;PHO;0,462;0,423;14,1;15,3;1
Billy McKinney;23;KCK;0,555;0,34;3,7;27;2,1
Anthony Roberts;23;DEN;0,456;0,221;10,9;12;0,7
Curtis Rowe;29;BOS;0,467;0,217;11;7,3;0,6
Tom Abernethy;24;GSW;0,55;0,275;9,5;8,4;1,5
Dave Robisch;29;LAL;0,499;0,342;12,7;9,4;0,7
Micheal Ray Richardson;23;NYK;0,435;0,265;10,3;22,9;3,8
Dwight Jones;26;HOU;0,505;0,334;14,7;5,9;1,3
Gar Heard;30;PHO;0,479;0,281;16,1;5,9;1,9
Jim Price;29;LAL;0,524;0,23;5,5;21,9;2,5
Earl Tatum;25;DET;0,465;0,109;5,3;8,5;2,9
Freeman Williams;22;SDC;0,514;0,143;4,4;10,5;1,6
Winford Boynes;21;NJN;0,482;0,284;6,9;9,7;1,6
Mike Glenn;23;NYK;0,567;0,13;3,8;16,5;1,4
George Johnson;22;MIL;0,526;0,342;17,2;8,3;2,9
Kenny Carr;23;LAL;0,522;0,304;13,8;6,8;1,5
Wilson Washington;23;NJN;0,523;0,24;13,6;6;1,2
Billy Knight;26;BOS;0,556;0,335;8,6;8,4;1,2
Terry Furlow;24;CLE;0,523;0,22;4,7;14,2;1,7
Kim Hughes;26;DEN;0,53;0,247;16,1;8,5;2,3
Don Chaney;32;BOS;0,444;0,101;7,3;9,5;3
Phil Jackson;33;NJN;0,536;0,347;8,7;10,7;1,8
Joe Bryant;24;PHI;0,482;0,356;12,7;13,6;2,1
Joe Meriweather;25;NYK;0,542;0,348;11,5;5,9;1
Kenny Higgs;24;CLE;0,517;0,398;5,3;17,2;2,9
Slick Watts;27;HOU;0,439;0,295;5,4;27,2;3,2
John Lambert;26;CLE;0,469;0,167;15,4;5,5;1,1
Spencer Haywood;29;NYK;0,528;0,287;10,8;8;0,4
Butch Lee;22;ATL;0,516;0,374;3,2;23;2,6
Billy Knight;26;IND;0,618;0,376;9,2;13;1,5
Wally Walker;24;SEA;0,511;0,28;9,6;10;0,6
Ron Lee;26;PHO;0,49;0,272;6,6;17,6;3,2
Tom Burleson;26;KCK;0,522;0,494;16,5;6,9;1,3
Rick Robey;23;BOS;0,529;0,272;15,7;12,4;1,1
Jo Jo White;32;GSW;0,52;0,22;4,4;20,1;1,4
Charlie Criss;30;ATL;0,436;0,298;3,7;20,7;2,2
Rick Robey;23;IND;0,531;0,41;15,4;8,4;1,3
Tommie Green;22;NOJ;0,438;0,266;4,1;22,2;3,3
Marvin Barnes;26;BOS;0,515;0,244;12,3;9,1;2,2
Wayne Cooper;22;GSW;0,464;0,208;18,9;3,5;0,4
Clemon Johnson;22;POR;0,481;0,341;15,8;12,8;1,3
Butch Lee;22;CLE;0,511;0,352;4,7;22,5;1,8
Raymond Townsend;23;GSW;0,477;0,235;3,8;15,7;1,6
Louie Dampier;34;SAS;0,513;0,155;4,4;19,7;2
Truck Robinson;27;PHO;0,539;0,369;16,5;6,9;1
Marlon Redmond;23;KCK;0,447;0,133;8;10,6;1,7
Marty Byrnes;22;PHO;0,545;0,448;7,3;10,1;0,9
John Rudd;23;NYK;0,529;0,699;12,4;5,7;1,1
Charles Dudley;28;CHI;0,411;0,336;6,9;20,9;2,2
Harvey Catchings;27;NJN;0,483;0,349;16,3;6;1
Wayne Radford;22;IND;0,518;0,257;5,4;11,3;2,1
Joe Meriweather;25;NOJ;0,495;0,417;14,1;6,4;1,2
Bob McAdoo;27;BOS;0,534;0,344;12,3;9,9;0,8
Rick Wilson;22;ATL;0,43;0,223;7;16,4;2,4
Andre Wakefield;24;DET;0,417;0,392;6,8;14,4;1,5
Terry Furlow;24;ATL;0,538;0,298;6,7;20,5;1,5
Tom LaGarde;23;SEA;0,568;0,525;17,4;7,8;0,5
Ira Terrell;24;NOJ;0,476;0,264;9,3;5,8;1,2
Kevin Stacom;27;IND;0,403;0,196;5,5;17,4;1,1
Norm Van Lier;31;MIL;0,536;0,675;4;30,7;3,5
Eric Money;23;PHI;0,565;0,249;3,5;21,9;1,1
Dick Snyder;34;SEA;0,489;0,273;4,7;16;1,2
Dave Corzine;22;WSB;0,6;0,534;14;10,9;0,8
Marty Byrnes;22;NOJ;0,498;0,325;8,7;10,9;1
Ralph Simpson;29;NJN;0,414;0,3;6,1;18,1;1
Dennis Awtrey;30;SEA;0,501;0,571;11;11,8;1,2
Scott Lloyd;26;CHI;0,395;0,392;10,9;8,7;0,9
Ted McClain;32;PHO;0,545;0,348;8,2;15,4;1,8
Joe Hassett;23;SEA;0,504;0,109;5,1;13,5;1,4
Gus Gerard;25;KCK;0,467;0,466;11,5;6;1,8
Ralph Simpson;29;PHI;0,473;0,204;4;18;2,5
Rickey Green;24;DET;0,433;0,379;4,8;18,7;2,6
Lucius Allen;31;KCK;0,416;0,19;6,1;13,6;2,3
Bob Bigelow;25;SDC;0,428;0,233;5,9;7,1;1,3
Scott May;24;CHI;0,482;0,294;8,7;13,2;2,5
Ron Lee;26;NOJ;0,406;0,298;6,8;23,5;4,2
Harry Davis;23;CLE;0,471;0,281;9,2;5,5;1,5
Phil Chenier;28;WSB;0,458;0,177;2,6;10,2;0,5
Wesley Cox;24;GSW;0,447;0,748;9,4;4;1,7
Al Skinner;26;NJN;0,565;0,656;6,6;20,6;2,9
Ron Carter;22;LAL;0,487;0,435;7,4;9,4;2,3
Elmore Smith;29;CLE;0,551;0,2;17,5;5,6;1
Tom Barker;23;NYK;0,46;0,196;13,6;3,4;0,8
Connie Norman;25;SDC;0,46;0,139;5,3;10,3;1,4
Jim Brewer;27;DET;0,428;0,25;17,6;4,9;1,9
Al Skinner;26;PHI;0,48;0,36;7,4;16,4;2,6
Harvey Catchings;27;PHI;0,457;0,25;17,6;7,7;1,2
Bob Elliott;23;NJN;0,63;0,767;10,4;10,7;0,9
Walt Frazier;33;CLE;0,482;0,221;3,9;16,2;2,2
Jim McMillian;30;POR;0,499;0,284;7,8;15,3;1,7
Earl Williams;27;BOS;0,457;0,195;21,4;6,3;2
Bo Ellis;24;DEN;0,524;0,391;12;5;1,7
Steve Green;25;IND;0,5;0,382;10,1;10,6;1,9
Frankie Sanders;22;SAS;0,455;0,323;11,8;16,6;2,3
Kevin Stacom;27;BOS;0,414;0,143;5,1;19,3;2,6
Tate Armstrong;23;CHI;0,436;0,186;4,2;15,5;1,8
Dennis Awtrey;30;BOS;0,473;0,455;10,6;9,8;0,5
Alonzo Bradley;25;HOU;0,468;0,375;10,2;8,8;0,9
Brad Davis;23;IND;0,563;0,432;3,5;22,8;2,7
Kim Anderson;23;POR;0,353;0,364;11,2;8,5;0,8
Glenn Mosley;23;SAS;0,463;0,507;15,2;10,1;1,6
Frankie Sanders;22;BOS;0,504;0,227;13,1;12,3;1,5
John Kuester;23;DEN;0,387;0,269;3,2;21,4;3,8
Brian Taylor;27;SDC;0,418;0,217;6,5;11,8;5,1
Lars Hansen;24;SEA;0,538;0,544;15,1;9,2;0,2
Steve Sheppard;24;CHI;0,505;0,373;7,5;9,7;1,1
John Olive;23;SDC;0,439;0,575;5,3;1,8;1
Richard Washington;23;KCK;0,396;0,39;16,2;5,1;1,9
Ira Terrell;24;POR;0,561;0,278;12,8;13,2;2
Essie Hollis;23;DET;0,43;0,16;15,2;5,2;3,2
Roger Phegley;22;WSB;0,441;0,372;7,3;12,5;1,5
Jerome Whitehead;22;SDC;0,453;0,529;17,5;5,5;0,9
Willie Smith;25;POR;0,563;0,386;5,5;18;3,5
Tom Barker;23;BOS;0,485;0,313;12,7;6,2;1,4
Phil Hicks;26;DEN;0,431;0,116;11,4;8,3;1,8
Ron Behagen;28;KCK;0,492;0,22;13,4;5,2;0,7
Sam Smith;24;MIL;0,486;0,511;4;15,4;2,9
Jacky Dorsey;24;HOU;0,56;0,372;11,6;2,6;0,4
Chris Ford;30;DET;0,428;0,229;8,7;5,7;0,4
Jackie Robinson;23;SEA;0,483;0,366;9,5;17,5;2,2
Greg Bunch;22;NYK;0,448;0,462;9,4;4,9;1,4
Otis Howard;22;DET;0,444;0,511;19,4;6;1
Geoff Crompton;23;DEN;0,416;0,462;13,6;7,3;0
Butch Beard;31;NYK;0,423;0;6,3;27,9;3,8
Keith Herron;22;ATL;0,372;0,271;6,7;5,2;3,5
Steve Sheppard;24;DET;0,506;0,6;13;6,8;1,8
Tony Robertson;23;GSW;0,409;0,225;7,3;7,6;5,1
Ray Epps;22;GSW;0,49;0,348;3,7;3,6;0,7
Brad Davis;23;LAL;0,745;0,364;0,8;16,4;1,4
Lloyd Neal;28;POR;0,393;0,091;10,4;2,6;0
Larry McNeill;28;DET;0,574;0,6;11,3;8,8;0
Dennis Boyd;24;DET;0,25;0;2,6;20,3;0
E,C, Coleman;28;HOU;0,739;0,143;9,8;3,2;2,4
Ron Behagen;28;NYK;0,466;0,167;15,6;6,6;2,4
Earl Tatum;25;BOS;0,45;0,25;5,8;3,8;0
Stan Pietkiewicz;22;SDC;0,225;0,25;10;10,3;1,4
Scott Lloyd;26;SDC;0;0;5,1;0;1,5
Robert Hawkins;24;DET;0,483;0,375;11,1;19,8;8
Marlon Redmond;23;PHI;0,083;0;2,3;5;0
Otis Howard;22;MIL;0,455;0;17,6;6;0
Tom Barker;23;HOU;0,581;0,333;20,4;0;0
Gus Bailey;27;NOJ;0,286;0;10,9;33,2;0
Andre Wakefield;24;CHI;0;0;0;14,2;0
Michael Cooper;22;LAL;0,5;0;0;0;6,5
Gus Gerard;25;DET;0,387;0,667;8,7;0;14,9
Del Beshore;22;MIL;;;0;0;0
Ron Behagen;28;DET;;;0;0;0
Norm Nixon;24;LAL;0,548;0,209;3,9;25,3;2,1
Elvin Hayes;34;WSB;0,492;0,285;14,1;6,1;0,9
Bill Cartwright;22;NYK;0,608;0,466;12,6;7;0,7
Kareem Abdul-Jabbar;32;LAL;0,639;0,344;15,4;16,5;1,2
Moses Malone;24;HOU;0,56;0,505;20,9;7,1;1,2
Jamaal Wilkes;26;LAL;0,563;0,172;9,2;10,8;1,9
Micheal Ray Richardson;24;NYK;0,517;0,318;9,6;34,1;3,9
Reggie Theus;22;CHI;0,579;0,509;6,1;25,9;1,8
Wes Unseld;33;WSB;0,545;0,328;18,5;15,6;1
Gus Williams;26;SEA;0,529;0,274;4,9;20,7;3,2
Larry Bird;23;BOS;0,538;0,246;16;18,5;2,3
Toby Knight;24;NYK;0,561;0,206;9,1;6,9;1,8
Dan Issel;31;DEN;0,571;0,471;12,7;10,7;1,4
Dennis Johnson;25;SEA;0,489;0,358;7,4;16,1;2,3
George Gervin;27;SAS;0,587;0,306;7,3;11;1,6
Johnny Davis;24;IND;0,495;0,304;4;20,3;1,7
Otis Birdsong;24;KCK;0,538;0,266;6,1;11,1;2,2
Tiny Archibald;31;BOS;0,574;0,548;3,8;30,2;1,7
Swen Nater;30;SDC;0,589;0,342;23;11,1;0,7
Sonny Parker;24;GSW;0,537;0,306;9;12,4;2,9
Ron Brewer;24;POR;0,503;0,185;4,2;11,5;1,7
Julius Erving;29;PHI;0,568;0,331;10,9;21,4;2,8
Mike Mitchell;24;CLE;0,557;0,231;11,1;4,9;1,1
Larry Kenon;27;SAS;0,527;0,259;14,8;11,1;1,7
Magic Johnson;20;LAL;0,602;0,487;11,6;25,2;3,1
Jack Sikma;24;SEA;0,526;0,295;17,1;13,7;1,1
Dave Greenwood;22;CHI;0,541;0,396;15,6;9,8;1
Caldwell Jones;29;PHI;0,482;0,335;18,2;7,4;0,7
John Lucas;26;GSW;0,528;0,348;4,4;29,2;2,4
Brian Taylor;28;SDC;0,546;0,181;3,7;16,4;2,5
Cedric Maxwell;24;BOS;0,679;0,739;14,3;9,8;1,3
Truck Robinson;28;PHO;0,553;0,458;15,6;7,5;1
Marques Johnson;23;MIL;0,585;0,29;11,4;15,1;1,7
Randy Smith;31;CLE;0,497;0,213;5;18,5;2,1
Calvin Murphy;31;HOU;0,543;0,238;3,1;16,7;2,5
Adrian Dantley;23;UTA;0,635;0,415;11,3;12,3;1,8
Ricky Sobers;27;CHI;0,524;0,239;5,1;23,8;2,4
Dave Robisch;30;CLE;0,578;0,35;13;9,3;0,9
Terry Tyler;23;DET;0,499;0,202;12,3;6,4;1,8
Paul Westphal;29;PHO;0,593;0,336;3,9;24,2;2
Eddie Jordan;25;NJN;0,481;0,254;5,3;29,6;3,8
Kermit Washington;28;POR;0,584;0,473;17,4;8,9;1,3
Mickey Johnson;27;IND;0,528;0,379;13,3;18,7;2,7
Maurice Cheeks;23;PHI;0,589;0,349;5,5;28,2;3,3
Brian Winters;27;MIL;0,534;0,192;4,6;19;1,8
Eddie Johnson;24;ATL;0,538;0,279;4,1;23,5;2,2
Phil Ford;23;KCK;0,534;0,4;3,5;32,4;2,4
Dan Roundfield;26;ATL;0,551;0,462;17,3;11,3;1,9
World B, Free;26;SDC;0,544;0,488;5;18;1,5
Ray Williams;25;NYK;0,546;0,306;8,7;28,5;2,9
Darryl Dawkins;23;PHI;0,548;0,308;14,5;8,5;0,9
John Johnson;32;SEA;0,532;0,26;8,8;22,4;1,4
Mike Newlin;31;NJN;0,54;0,312;5,4;19,9;2,1
Don Buse;29;PHO;0,485;0,217;5,1;16;2,4
Greg Ballard;25;WSB;0,532;0,206;13,1;9,7;1,7
Foots Walker;28;CLE;0,527;0,428;6,3;29,5;2,9
Sam Lacey;31;KCK;0,49;0,273;14,3;24,5;2,1
Jan Van Breda Kolff;28;NJN;0,533;0,338;9,3;13,1;1,9
Jim Chones;30;LAL;0,521;0,222;12,8;7,6;1,1
Bob Wilkerson;25;DEN;0,458;0,216;6,9;14,7;1,8
John Long;23;DET;0,535;0,167;7,5;13;2,4
Ben Poquette;24;UTA;0,572;0,295;13,9;7,7;0,9
Scott Wedman;27;KCK;0,541;0,163;8,8;9,3;1,7
Tom Owens;30;POR;0,552;0,281;13,5;13;0,9
Mike Bantom;28;IND;0,533;0,275;10,1;15,9;1,7
Joe Bryant;25;SDC;0,485;0,318;12;8,1;2,1
Junior Bridgeman;26;MIL;0,523;0,214;7,1;15,2;1,9
James Edwards;24;IND;0,545;0,328;12,9;8;1,1
Walter Davis;25;PHO;0,608;0,313;6,5;23,6;2,3
John Drew;25;ATL;0,532;0,547;11;7,4;1,9
Allan Bristow;28;UTA;0,534;0,31;13;21,4;1,9
Robert Reid;24;HOU;0,52;0,242;10,6;14,7;2,7
James Silas;30;SAS;0,585;0,382;3,9;20,1;1,2
Ron Boone;33;UTA;0,506;0,216;5,5;19,3;2
John Roche;30;DEN;0,562;0,273;2,6;24,7;1,7
Lonnie Shelton;24;SEA;0,57;0,3;13,6;9,1;1,9
Dave Meyers;26;MIL;0,509;0,296;11;13,6;1,5
Alvan Adams;25;PHO;0,571;0,27;15,4;21,6;2,3
Dave Cowens;31;BOS;0,477;0,131;13,8;13,4;1,5
Sidney Wicks;30;SDC;0,447;0,306;10,3;12,5;1,7
Bobby Jones;28;PHI;0,59;0,44;11,2;9,8;2,2
Allen Leavell;22;HOU;0,56;0,337;4,8;26,3;2,8
Tree Rollins;24;ATL;0,598;0,428;19,6;5,2;1,2
George Johnson;31;NJN;0,489;0,232;14,7;10,8;1,1
Robert Parish;26;GSW;0,541;0,282;20,4;8,9;1,3
Freeman Williams;23;SDC;0,527;0,177;4,9;13,3;1,6
Chris Ford;31;BOS;0,537;0,161;4,8;13,5;2,5
Mark Olberding;23;SAS;0,546;0,433;10,6;18,5;1,4
Bob McAdoo;28;DET;0,524;0,314;11,7;13,9;1,6
Armond Hill;26;ATL;0,484;0,339;3,5;27,4;2,5
Reggie King;22;KCK;0,565;0,439;14,8;6,6;1,6
Jo Jo White;33;GSW;0,509;0,161;4,9;16,1;2
Calvin Natt;23;NJN;0,52;0,319;13;8,2;1,7
Henry Bibby;30;PHI;0,491;0,457;5,4;19,8;1,4
Dudley Bradley;22;IND;0,502;0,286;5,7;15,9;4,8
M,L, Carr;29;BOS;0,526;0,316;9,2;10,7;2,8
Bingo Smith;33;SDC;0,473;0,131;6,7;6,5;1,4
Michael Cooper;23;LAL;0,563;0,247;6,3;13,5;2
Kevin Restani;28;SAS;0,548;0,221;10,5;12,2;1,2
George Johnson;23;DEN;0,524;0,291;15,7;11,4;2
Rick Robey;24;BOS;0,557;0,37;15,4;6,7;1,3
Bill Robinzine;27;KCK;0,548;0,379;14,7;4,5;2,6
Billy Knight;27;IND;0,589;0,363;9,8;11,4;2
Larry Demic;22;NYK;0,468;0,347;14,1;4,1;1,3
Charlie Scott;31;DEN;0,432;0,172;4,6;18,6;1,2
Steve Hawes;29;ATL;0,555;0,301;14,4;11,8;1,9
T,R, Dunn;24;POR;0,47;0,201;9,7;10,9;2,7
Rudy Tomjanovich;31;HOU;0,522;0,189;10,8;8,5;0,8
Coby Dietrick;31;CHI;0,494;0,236;11,1;16,4;2,3
Kevin Grevey;26;WSB;0,499;0,31;5,2;13,6;1,4
Rick Barry;35;HOU;0,517;0,198;7,2;20,4;2,1
Paul Griffin;26;SAS;0,621;0,767;12,9;15,7;2
Charlie Criss;31;ATL;0,5;0,367;3,5;20;2
Duck Williams;23;UTA;0,464;0,116;3,5;14,1;2,7
Leon Douglas;25;DET;0,529;0,407;14,8;8,5;0,8
Kenny Carr;24;CLE;0,527;0,347;16,9;5,7;1,6
Wayne Cooper;23;GSW;0,525;0,241;15,7;3,5;0,5
Terry Furlow;25;UTA;0,53;0,19;5,2;20;1,5
Fred Brown;31;SEA;0,532;0,16;4,8;15,5;1,8
Quinn Buckner;25;MIL;0,501;0,218;7,6;30,2;3,7
Clifford Ray;31;GSW;0,546;0,389;15,3;14,2;1,4
Cliff Robinson;19;NJN;0,506;0,291;15,8;9,3;1,7
Purvis Short;22;GSW;0,534;0,18;10,6;12,4;1,8
James Hardy;23;UTA;0,536;0,182;14,6;8,8;1,4
Austin Carr;31;CLE;0,497;0,205;5,5;13,2;1,1
Paul Silas;36;SEA;0,439;0,455;14,4;5;0,7
Dave Twardzik;29;POR;0,562;0,64;5,4;22,9;2,4
Mike Bratz;24;PHO;0,462;0,236;5,8;19,1;2,7
Bob Gross;26;POR;0,515;0,242;8,7;20;1,8
Artis Gilmore;30;CHI;0,643;0,671;15,5;13;0,9
Joe Meriweather;26;NYK;0,549;0,254;12,2;5,3;1,1
Sidney Moncrief;22;MIL;0,564;0,647;11,8;10,7;2,2
Tom Boswell;26;UTA;0,617;0,425;12,3;10,9;0,8
Phil Smith;27;GSW;0,521;0,25;5,2;17,8;1,9
Tom Henderson;28;HOU;0,51;0,238;4;22;1,7
Major Jones;26;HOU;0,498;0,276;13,6;5,6;1,5
Spencer Haywood;30;LAL;0,54;0,349;12,2;7,6;1
Steve Mix;32;PHI;0,577;0,354;10;14,8;2
Clemon Johnson;23;IND;0,527;0,295;13,2;9,5;1,4
Jim Cleamons;30;WSB;0,523;0,257;4,3;20,7;1,3
Ollie Johnson;30;CHI;0,534;0,176;6;15,6;1,8
Alex English;26;IND;0,539;0,204;12,9;13,5;1,4
Kevin Porter;29;WSB;0,514;0,313;2,8;40;1,8
Mike Gale;29;SAS;0,513;0,318;5,5;24,6;3,7
Eric Money;24;DET;0,539;0,204;3,5;21,8;1,6
Rich Kelley;26;NJN;0,559;0,627;14;11,7;1,5
Bob Dandridge;32;WSB;0,492;0,209;8,5;18,2;0,9
Bill Willoughby;22;CLE;0,522;0,278;12;6,2;1
George McGinnis;29;DEN;0,489;0,526;16,9;22,7;2,2
Gar Heard;31;PHO;0,453;0,21;14,9;8,8;2,7
Ernie Grunfeld;24;KCK;0,496;0,312;8,9;10,1;1,9
Bob Lanier;31;DET;0,593;0,36;14,1;12,7;1,2
Kent Benson;25;MIL;0,519;0,225;13;11,8;1,8
Harvey Catchings;28;MIL;0,429;0,254;16,3;7;0,8
Billy McKinney;24;KCK;0,502;0,29;3,5;24,8;2
Terry Duerod;23;DET;0,498;0,11;3,9;12,4;1,4
Campy Russell;28;CLE;0,508;0,379;8,9;17,5;2,5
John Lambert;27;CLE;0,453;0,253;14;5,1;1,6
Alvin Scott;24;PHO;0,493;0,405;9,6;9,3;1,7
Scott May;25;CHI;0,507;0,293;9,4;12,5;1,6
Abdul Jeelani;25;POR;0,563;0,361;11,5;11,6;1,5
Larry Wright;25;WSB;0,51;0,216;4,8;23,9;1,8
Jim Paxson;22;POR;0,443;0,196;4,7;15,9;1,8
Jack Givens;23;ATL;0,444;0,271;10,4;6,9;2
Mike Evans;24;SAS;0,485;0,183;4,6;22,8;2,1
Lloyd Walton;26;MIL;0,494;0,293;4;27,2;1,6
David Thompson;25;DEN;0,549;0,543;7,3;15,6;1,5
Greg Kelser;22;DET;0,52;0,342;11,8;12,6;2,2
Tom Abernethy;25;GSW;0,511;0,258;8,6;9,3;1,4
Billy Paultz;31;SAS;0,522;0,262;14,2;11,9;1,7
Kim Hughes;27;DEN;0,498;0,203;14;7,8;2,5
Phil Hubbard;23;DET;0,534;0,488;14,1;7,9;1,8
Maurice Lucas;27;POR;0,48;0,248;15,2;16,2;1
Dwight Jones;27;CHI;0,58;0,426;14,2;11,5;1
Tom LaGarde;24;SEA;0,521;0,448;14,1;10,1;0,8
Raymond Townsend;24;GSW;0,443;0,2;4,2;13,5;2,5
Hollis Copeland;24;NYK;0,526;0,234;7,4;8,7;2,4
Mark Landsberger;24;CHI;0,541;0,48;22,3;4,1;1
Joe Hassett;24;IND;0,501;0,057;4,3;12,6;1,9
Nick Weatherspoon;29;SDC;0,468;0,241;10;6,4;1,4
Johnny High;22;PHO;0,51;0,551;8,5;13,7;2,9
Roy Hamilton;22;DET;0,472;0,523;5;21;1,9
Gary Garland;22;DEN;0,454;0,073;6,5;17,9;2,3
Winford Boynes;22;NJN;0,518;0,291;6,3;12,8;2,4
Richard Washington;24;MIL;0,484;0,181;13,7;6,7;1,1
Tom McMillen;27;ATL;0,54;0,28;11;9;1,6
Gerald Henderson;24;BOS;0,539;0,338;4,4;19;2
Willie Smith;26;CLE;0,442;0,165;6,1;29,3;3,2
Mike Dunleavy;25;HOU;0,542;0,42;5,3;26,7;1,8
Glen Gondrezick;24;DEN;0,575;0,423;13,2;10,9;3,1
Jim Brewer;28;POR;0,493;0,158;13,9;9,6;2
Jim McElroy;26;DET;0,517;0,334;2,6;21;1,1
Clint Richardson;23;PHI;0,472;0,129;6,6;14,9;1,1
Billy Paultz;31;HOU;0,486;0,281;14,9;9,4;1,1
Roger Phegley;23;WSB;0,527;0,254;5,9;10,8;0,9
Doug Collins;28;PHI;0,533;0,302;5,2;15,1;1,5
Geoff Huston;22;NYK;0,425;0,158;3,4;20;1,9
Len Elmore;27;KCK;0,472;0,306;15;8,8;2,1
Jeff Cook;23;PHO;0,546;0,469;14,6;12,2;1,4
Pat Cummings;23;MIL;0,552;0,332;14,4;8,2;1,1
